PROCEDIMENTO;RN_ALTERACAO;VIGENCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
SESSÃO DE ACUPUNTURA;;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE UTILIZAÇÃO);571/2023;10/02/2023;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO);581/2023 599/2024;12/07/2023 05/03/2024;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO);465/2021 624/2024;01/04/2021 03/02/2025;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INALATÓRIA (NEBULIZAÇÃO);;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO);592/2023;18/12/2023;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO);546/2022;03/10/2022;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA - PLANEJAMENTO;;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;TERAPÊUTICA;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO);538/2022;22/10/2022;;;;;;;;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO);619/2024;02/01/2025;;;;;;;;PROCEDIMENTOS;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
AUTONOMIZAÇÃO DE RETALHO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE FACE;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL, UNHA, ETC;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE PELE MÚLTIPLO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRÚRGICO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
EXÉRESE DE HIGROMA CÍSTICO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO COM AUTO-ENXERTIA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DE PELE E MUCOSAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE PARTES MOLES;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE UNHA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPANSÃO TISSULAR;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU MUSCULARES CRUZADOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO OU AXIAL;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MATRICECTOMIA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA EM Z OU W;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSECÇÃO DE RETALHO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM);;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA MIIASE FURUNCULÓIDE;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE FÍSTULA CUTÂNEA;;;;;;;;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTÂNEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE LÁBIO (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO COM PLÁSTICA DE VERMELHÃO;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
EXCISÃO COM RECONSTRUÇÃO COM OU SEM RETALHOS;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXCISÃO EM CUNHA;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRENOTOMIA/FRENULOTOMIA LABIAL;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRENULECTOMIA LABIAL;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
QUEILOPLASTIA PARA FISSURA LABIAL;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO TOTAL DO LÁBIO;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE HIPERTROFIA DO LÁBIO;;;;;;;;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ADEQUAÇÃO DO MEIO BUCAL (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AJUSTE OCLUSAL POR ACRÉSCIMO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AJUSTE OCLUSAL POR DESGASTE SELETIVO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALONGAMENTO CIRÚRGICO DO PALATO MOLE;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ALVEOLOPLASTIA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO RADICULAR COM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO RADICULAR SEM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA BIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA MULTIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA MULTIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
APICETOMIA UNIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APICETOMIA UNIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APROFUNDAMENTO/AUMENTO DE VESTÍBULO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUMENTO DE COROA CLÍNICA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE BOCA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRIDECTOMIA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BRIDOTOMIA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURAÇÃO FINAL;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA PARA EXOSTOSE MAXILAR;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA PARA TORUS MANDIBULAR;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA PARA TORUS PALATINO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA PERIODONTAL A RETALHO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLAGEM DE FRAGMENTOS DENTÁRIOS;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COROA UNITÁRIA PROVISÓRIA COM OU SEM PINO/PROVISÓRIO PARA PREPARO DE RESTAUÇÃO METÁLICA FUNDIDA (RMF) - COM DIRETRIZ DE UTILIZAÇÃO;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REEMBASAMENTO DE COROA PROVISÓRIA;;;;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
